premise	hypothesis	label
The old people are sleeping in the living room.	Some elderly people are playing instruments in a park.	2
An old person in a field of poppies.	A child is surrounded by a field of sunflowers.	2
A dog is singing the National Anthem.	Dog yawns	2
A boy is playing with a firetruck.	A young girl is standing in a kitchen holding a green bib.	2
people are at a nascar race	A boat pear with people boarding and disembarking some boats.	2
People waiting in line at a fast food restaurant.	Tourists waiting outside of a home to visit.	2
The dog is red	A large black and white dog is licking a smaller white and black dog who is growling.	2
The dog is happy	A large black and white dog is licking a smaller white and black dog who is growling.	2
Someone was trying to take a shortcut home.	A bicycle rider wearing racing gear pedals a yellow bike past the wire fence at the edge of a field, with a stand of trees in the background.	2
A scooter rider wearing casual clothes races past a building.	A bicycle rider wearing racing gear pedals a yellow bike past the wire fence at the edge of a field, with a stand of trees in the background.	2
the man brought his horse to the office.	A white male in and office setting, wearing a gray dress shirt and black dress pants with black dress shoes is jump roping and smiling.	2
The male is playing soccer.	A male with a prosthetic leg diving for a volleyball.	2
A man yawns and stretches, tired from a day of work.	A man does a skating trick off of graffiti-filled stairs.	2
Two topless women are making out.	Two women in tank tops are drinking.	2
A group of people are excited to be here.	A crowd of people in stadium style seating appear disinterested in the venue.	2
Nobody has a hat	An old man with a cowboy hat, cowboy boots, and blue jeans stands next to a cabin and looks off into the distance as the sun sets in the background.	2
The young men laze about on the beach, sunning themselves in the afternoon sun.	A group of young men are dumping soil onto the ground of their backyard.	2
A man and woman are emptying the barrel.	Two men are working together to empty the barrel of its contents.	2
A woman cuts eggplant.	A man looks mysterious in a blue shirt and a red truck for a company called Wilbert.	2
the man is standing in the roof	Man sits at the doorway of barber shop.	2
An old man rides a skateboard.	A young man in an orange shirt, maneuvers a skateboard at the top of a ramp.	2
He can carry the tunnel home.	A boy is running in a spinning metal tunnel in the playground.	2
Local robbers escape after stealing an otter	Cityscape with four men on bikes serving as the focal point of picture.	2
The man and the boy are buying shoes.	A man and a boy behind the wheel of a car.	2
Three men are fighting.	Three Asian men are running down a track holding hands while a large gathering of people watches them.	2
A gil runs down the road with her cat.	A girl in a green coat walks down a rural road playing a flute	2
The group of athletes all can breathe underwater.	A group of female athletes are huddled together and excited.	2
The runner has no friends.	A runner poses for a picture with friends in a parking lot.	2
A nurse taking the temperature of a woman.	A nurse is listening to another women's heartbeat with a stethoscope.	2
The sun is at its highest point of the day.	A boy and a woman are on top of large rocks at sunset.	2
Two female synchronized swimmers are in the pool.	Two sweet young girls on ice skates, hands up and holding on to each other get ready to begin their performance on the ice.	2
A man is using the restroom.	A white man taking a photo in front of water.	2
The man is sipping an ice tea in the shade of a huge maple tree.	A man in bright shirt carrying a fallen branch.	2
The man is sitting down.	A man wearing blue pants, a white helmet, and a green-striped shirt is shown on skis in midair, against a blue sky with a single puffy cloud.	2
A man is playing the trumpet on the street corner.	Picture of two men playing in a band, one playing the drums and one playing a xylophone type of instrument, in a dark room with two unrecognizable people watching in the background.	2
Some children are sleeping	Adults and children share in the looking at something, and some young ladies stand to the side.	2
The young boy is standing inside.	Very young boy is standing outside near a water fountain that is built into the ground and is squirting water.	2
The dog was indoors by the fire.	The white dog runs across the snow.	2
Nobody is dancing.	Man in casual dark shirt and pants and hat dances with curly-haired blond woman in short red dress and red high heels	2
Two cars are parked in a garage not moving.	Two cars, one red and one blue, race each other in a very tight and competitive nature as fans stand by and watch.	2
The man is at the supermarket.	A man in military uniform points as three other men watch.	2
Superman single handedly cures the disease	A group of people in front of some tan colored tents from the american Parkinsons disease association.	2
The person is walking.	A person with a green backpack is riding a bike down the road.	2
A woman dancing in the street.	A woman in a blue striped shirt is talking to someone on the street.	2
A group of people holding cats take a picture.	A group of people in jackets and hats are kneeling outside posing for a picture, each one with their dog by them on a leash.	2
A woman cuts herself.	Man racing a quad on a dirt racetrack.	2
A blond woman is holding a camera and looking at a wall with several pieces of sharks on it.	A blond woman is looking at a camera that a brunette woman is holding in front of a wall with several pieces of art on it.	2
A girl is inside playing a board game.	Using a soccer ball for support, a young boy in blue sits atop a park bench.	2
