index	premise	hypothesis	label	hypothesis_neg	neg_label	tag
807	A woman in a black coat eats dinner while her dog looks on.	A woman is wearing a black coat	0	A woman is not wearing a black coat	2	negation
808	The older woman smiles as she holds up a hammer.	A woman is holding a tool.	0	A woman is not holding a tool.	2	negation
809	A man in a dark jacket stands next to a man dressed in brown reaching down into a bag.	Two men in dark clothing, one is reaching into a bag.	0	Two men in dark clothing, one is not reaching into a bag.	2	negation
810	A man wearing a black hat and coat makes a face with a crowd behind him.	A guy is standing near a crowd of people.	0	A guy is not standing near a crowd of people.	2	negation
811	The football player prepares to kick the ball.	A person is playing a sport.	0	A person is not playing a sport.	2	negation
812	A group of people wait to cross the street in new york	Group of people waiting to cross the street.	0	Group of people waiting to don't cross the street.	2	negation
813	A woman wearing a purple with black polka-dot hoodie is resting on a bench in the sunlight.	A woman rests on a bench in the day	0	A woman doesn't rest on a bench in the day	2	negation
814	Kids play in the water in the middle of the street.	Kids are playing in the water.	0	Kids are not playing in the water.	2	negation
815	two men play basketball.	Two men are playing sports	0	Two men are not playing sports	2	negation
816	People landscaping and gardening the areas around the walkway.	People are caring for their lawns	0	People are not caring for their lawns	2	negation
817	A man wearing a white shirt and blue jeans as well as a mask over his mouth stokes a fire.	A guy wearing a shirt and pants and a bandanna over his mouth starts a blaze going.	0	A guy wearing a shirt and pants and a bandanna over his mouth doesn't start a blaze going.	2	negation
818	A woman in a white bridal dress and ruby red shoes, carrying a white umbrella, stands atop a platform while handing a brochure to a middle-aged female passerby.	The woman is handing out information	0	The woman is not handing out information	2	negation
819	A golden dog bounds across the snow-covered hill.	A golden dog bounds across the snow-covered land form.	0	A golden dog doesn't bound across the snow-covered landform.	2	negation
820	A skier is heading into a grove of trees.	There is snow on the ground in this picture.	0	There is no snow on the ground in this picture.	2	negation
821	"A woman poses with sunglasses shaped like dollar signs and a silver suitcase labelled ""LUCKY"" full of bills."	A woman is posing for a photograph.	0	A woman is not posing for a photograph.	2	negation
822	Two people using a water buffalo to cultivate a watery field.	Two people are outside with animals.	0	Two people are not outside with animals.	2	negation
823	By a table with several boxes and two coffee cups on it, a woman in a green sweater is opening a small box and another person (whose head cannot be seen) is operating a small handheld electronic device.	A woman in green opening a box while a half concealed man manipulates a handheld device.	0	A woman in green opening a box while a half concealed man doesn't manipulate a handheld device.	2	negation
824	A young man sitting under a tree while others walk down the street.	A young man is sitting down.	0	A young man is not sitting down.	2	negation
825	A man wearing a green apron, working at a street side vendor called NY Dosas, miles at the camera.	A street vendor is smiling at a camera.	0	A street vendor is not smiling at a camera.	2	negation
826	An elderly male is blowing air into an object.	An elderly male is blowing air inyto an object	0	An elderly male is not blowing air into an object	2	negation
827	Smilling and laughing baby in a walker with fire engine airplane mobile and other toys on the floor	Many toys strewn about on the floor.	0	Many toys didn't strew about on the floor.	2	negation
828	A cobblestone street lined with houses and some pedestrians milling around.	Humans are outside meandering around.	0	Humans are not outside meandering around.	2	negation
829	A group of children in costumes are on a stage with red curtains.	A group of children are on stage	0	A group of children is not on stage	2	negation
830	"Three people are sitting at a small table near a screen with the words, ""DEMOS, The Business of Care."""	A trio of humans is sitting.	0	A trio of humans is not sitting.	2	negation
831	A woman in a white shirt inspects a black garment while sitting in a chair at a festival.	A woman inspects a garment.	0	A woman doesn't inspect a garment.	2	negation
832	Two guys one in a red jacket the other in a leaf print shirt cutting cakes, they look ready to dig in.	A guy is wearing a red jacket.	0	A guy is not wearing a red jacket.	2	negation
833	A hurried bicycler moves along a car in a busy street on an allowed bike path.	The cyclist rides on a public street.	0	The cyclist doesn't ride on a public street.	2	negation
834	A group of dogs stand in the snow.	There are animals outdoors.	0	There are no animals outdoors.	2	negation
835	A teenage girl in a crowd of people looking up at something.	there was a group of people present	0	There was no group of people present	2	negation
836	A girl in a hat has some sort of insect on her finger.	The girl is in contact with an insect.	0	The girl is not in contact with an insect.	2	negation
837	A skateboard is grinding on a curb with his skateboard.	The skateboard is grinding.	0	The skateboard is not grinding.	2	negation
838	two dogs run across the woods.	The canines run around in the forest.	0	The canines don't run around in the forest.	2	negation
839	Red-haired female answers questions while sitting at a table for craftzine.	She answers questions while sitting at a table.	0	She doesn't answer questions while sitting at a table.	2	negation
840	Men playing basketball, the guy with the ball is attempting a layup.	Men are playing basketball.	0	Men are not playing basketball.	2	negation
