index	premise	hypothesis	label	hypothesis_paraphrase
1497	A father and son are in a field of yellow flowers.	People are picking flowers.	1	Flowers are being picked by people.
1498	A young girl with glasses sits and holds two American flags.	A young girl with glasses holds two ice cream cones.	2	Two ice cream cones are held by a young girl wearing glasses.
1499	A young girl with glasses sits and holds two American flags.	A young girl celebrates the 4th of July by holding two flags.	1	A young girl holds two flags as she celebrates the Fourth of July.
1500	A brown dog persues a Frisbee across the grass as the thrower watches.	A dog plays in the park with his owner on a sunny day.	1	On a sunny day, a dog and his owner play in the park.
1501	A boy dressed in a dark shirt carries a blue bag over his shoulder and a green pail.	A boy is carrying something on his shoulder.	0	A young man is carrying something on his back.
1502	A boy dressed in a dark shirt carries a blue bag over his shoulder and a green pail.	A boy is walking to the beach.	1	A young man is on his way to the beach.
1503	A man with a white beard speaks into a microphone wearing a long-sleeved gray button down shirt.	A man is giving a toast at a wedding.	1	At a wedding, a man makes a toast.
1504	A man in a gray coat is walking on a fallen tree trunk in a forest.	Two girls play tag in a forest.	2	In the woods, two girls play tag.
1505	A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper.	He is wearing the newspaper on his head.	2	He's got a newspaper on his head.
1506	Four children are playing in some water.	The children are doing chores.	2	The kids are doing their chores.
1507	Four young girls playing in the water.	There are boys and girl in the water.	2	In the water, there are both boys and girls.
1508	The man in the black t-shirt is trying to throw something.	The man is throwing something to his son.	1	The father is hurling something at his son.
1509	One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.	A young boy juggling three red balls while blindfolded.	2	A young boy blindfolded juggles three red balls.
1510	A child being watched while getting something out of a tank.	The tank is filled with water.	1	Water has been poured into the tank.
1511	A young girl chasing a duck with bread in her hands.	A child is chasing an animal.	0	A young child is chasing after an animal.
1512	A young man dressed up with a yellow tie jumps against a wall and one foot is left against the wall to push away.	The young man jumping against the wall is hispanic.	1	Hispanic is the young man who is jumping against the wall.
1513	A boy watches a woman walking amidst many concrete boxes.	A boy is watching a woman.	0	A young man is staring at a woman.
1514	A closeup of an older man with glasses speaking.	The woman is doing a speech.	2	The lady is giving a speech.
1515	A man getting a group of children to move around and have fun.	A man encouraging children to have fun with one another as they look on.	1	As the children watch, a man encourages them to have fun with one another.
1516	A man getting a group of children to move around and have fun.	A man sitting on a couch with children.	2	A man and his children are sitting on a couch.
1517	A tractor decorated as a float for a parade	A tractor drives down the parade route	1	A tractor follows the parade route.
1518	A tractor decorated as a float for a parade	a tractor is decorated for a parade	0	A tractor is dressed up for a parade.
1519	A tractor decorated as a float for a parade	a lawnmover is being repaired	2	A lawnmower is currently being serviced.
1520	A guy in a red jacket is snowboarding in midair.	A guy is doing snowboard tricks	0	A man is performing snowboard tricks.
1521	A guy in a red jacket is snowboarding in midair.	A guy is outside in the snow	0	A man is standing outside in the snow.
1522	Twenty five people are marching.	A big group marches around.	0	A large crowd marches around.
1523	A older man working at a loom	An old man looming some threads.	0	An elderly man looms some threads.
1524	A older man working at a loom	An old man inspecting the process of looming.	1	An elderly man inspects the looming process.
1525	A sungalsses vendor gazes into the distance.	A woman vendor gazes into the distance.	1	A female vendor looks off into the distance.
1526	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance isn't stopped by heavy traffic	0	The ambulance is not slowed down by heavy traffic.
1527	An Ambulance is passing a man wearing a bandanna and girl.	The ambulance has its sirens on	1	The ambulance's sirens are activated.
1528	A young boy runs across a road in front of a sky blue building with barred windows.	A boy is running infront of a building.	0	A young boy is sprinting in front of a building.
1529	Boys in what appears to be a library or school room.	Boys are in a place of learning.	0	Boys are in a learning environment.
1530	A man in a white shirt speaks into a microphone as other men gather behind him at a public event.	Vote sasquatch for president 2016!	2	Vote for Sasquatch as President in 2016!
1531	Two girls stand in front of two men selling what appears to be concert merchandise while a woman holding a microphone interviews the men behind the merchandise counter.	people are standing in line at a concert	0	People are lining up for a concert.
1532	Two girls stand in front of two men selling what appears to be concert merchandise while a woman holding a microphone interviews the men behind the merchandise counter.	people are at home sleeping	2	People are sleeping at home.
1533	A young girl is laughing and chasing pigeons on the street where other people are walking nearby.	A young girl chases some birds.	2	A young girl chases a flock of birds.
