index	premise	hypothesis	label	originated_idx
1058	A guy looks upon a collision between two Hondas and a Schwinn.	A guy looks upon a collision between motorboats.	3	4760|4759
1059	A man gets into an argument after his waiter makes a mistake on his order.	A man and a woman are hugging in front of a restaurant.	3	5857|5858
1060	The guy is eating a sandwich while a lady wonders what's in the sandwich.	A person is jumping out of a plane.	3	6064|6065
1061	There is a man holding a long rope for a boy climbing outdoors	There is a man climbing as the boy holds the rope	3	3197|3195
1062	The children playing in the sand all know each other.	The children are playing in an amusement park.	3	9584|9582
1063	She is dressed up for a commercial shoot	She does a handstand in her business suit	3	5646|5644
1064	Enjoy the town on foot or by bike.	Local robbers escape after stealing an otter	3	2488|2489
1065	A dog is chasing a duck.	A cat is running through a field.	3	4579|4577
1066	A funny person floating	Nobody floats.	3	6039|6037
1067	people celebrate st paddys day	a cow moo's	3	1727|1729
1068	The person is about to go hiking.	The person is driving the SUV.	3	5730|5729
1069	he is watching the news	the man is standing in the kitchen	3	2015|2016
1070	A dog jumps over a pile of wood to chase a rabbit.	A dog rests on a pile of wood.	3	8568|8567
1071	One of the boys scored a goal for his sports team today.	No one who is shown has ever played a sport.	3	8127|8128
1072	There are people sitting on benches outdoors talking to each other.	There are people standing by benches in public.	3	3384|3382
1073	A brown dog is racing another dog.	A dog is barking out of the window.	3	4652|4651
1074	Two mothers enjoy a day at the beach with their husbands.	Two women are resting indoors.	3	7820|7819
1075	The couple has their Christmas tree out.	The couple are decorating for Halloween.	3	6027|6026
1076	The dogs are running after an animal	The dogs laid down on the rug	3	9318|9316
1077	A young man shows a group of people the black web painted on his face.	The little girl asks her father to pick her up.	3	1539|1538
1078	A group of men are discussing business.	A group of men are scuba diving.	3	6397|6398
1079	The man and woman are married.	The man and woman are standing.	3	605|604
1080	A woman is wearing a bright orange blouse and a green hat.	A woman is ironing red pants.	3	472|473
1081	The buss is stopping for some picture breaks for the tourists	The buss is in a pool	3	6625|6626
1082	A yawning dog is tired and sleepy.	A dog is singing the National Anthem.	3	2436|2437
1083	The water sprays on the boy.	The young boy is standing inside.	3	2530|2531
1084	The dog is outside.	The dog is going to catch a baseball.	3	5389|5388
1085	The people are at the beach.	Everyone is asleep in their bed	3	7556|7554
1086	the woman is white	the woman is lying down sleeping	3	7957|7956
1087	A child's clothes are full of mud in the shower	A child is naked in the shower	3	1623|1622
1088	a woman rests near her baby	a woman with two blue cars sits in a parking lot	3	1988|1987
1089	Workers preparing for a chili cook-off.	Workers assembling cell phones in a factory.	3	5461|5460
1090	Children enjoying a birthday party.	Children are running down the street.	3	356|357
1091	A young child is visiting the beach with his family on their summer vacation.	A young child is swinging on a swing set at his local city park.	3	2639|2641
1092	The woman is a professional photographer	The flower is blue	3	448|449
1093	Men are selling hotdogs on the sidewalk.	Men are buying food on the sidewalk.	3	1241|1240
1094	A few people walk with a man in uniform.	The barber cuts a man's hair.	3	707|708
1095	A road crew in orange vests are working on a road with equipment around them.	A group of men are sitting around a conference table.	3	6245|6246
1096	A lady cleans her feet for a fetish video.	A lady is climbing a rope.	3	3885|3886
1097	A long-haired boy riding his skateboard at a fast pace over a stone wall with graffiti.	A boy in a green shirt rollerblading through the tunnel.	3	862|864
1098	A groups of men at the airport are riding a moving walkway.	A group of women are baking in a kitchen.	3	1648|1647
1099	The man works at E.S.E Electronics.	A man is running past the sign.	3	1030|1031
1100	The girl is browsing reddit on her phone.	The two girls are at school taking an exam.	3	3688|3687
1101	Two friends help each other by cutting some plastic.	Two friends drink beer.	3	4811|4812
1102	A man is holding a surfboard on the black sand beach.	A man is holding a snowboard.	3	5317|5316
1103	A man and wife sit outside with their children.	A father is walking the dog with his children.	3	2338|2340
1104	A person waiting for a friend	A man wearing a sweater inside	3	8132|8130
1105	The trees are ready for spring.	There is a park with no trees.	3	1417|1418
1106	the girl is riding down a dirt street	the girl is wearing a black dress and a blue purse	3	2040|2042
1107	Five girls are wearing different colored dresses.	Five girls are baking a cake.	3	8166|8168
1108	A man laughing while at a restaurant eating.	A man crying while at a restaurant.	3	3381|3380
1109	The man in the leather jacket is walking to his motorcycle.	The man is riding a motorcycle across the street.	3	6619|6618
1110	Two teams from rival colleges are in the fourth quarter of a game.	Some girls playing basketball.	3	335|336
1111	The little boy is the ring bearer.	The little boy is laying on his head.	3	6973|6975
1112	The man in the yellow jacket is having fun.	The man is sitting on a chair in his house.	3	2390|2392
1113	A man is taking things that he bought at the store home.	A man is pushing a baby carriage.	3	4456|4457
1114	There is a fishing boat in the harbor.	The boats jumped up from a shallow rock.	3	1608|1607
1115	The soccer team is listening to their coach for their last play to win the soccer game.	The female basketball team ignored their coach.	3	4097|4098
1116	Three lifeguards are haning from the boar, trying to save the dog from drowning.	4 fisherman are hanging over the boat, trying to pet the shark	3	722|723
1117	The guy just got a big tip from a customer.	This person's only job is being a welder on an oil rig.	3	8670|8669
1118	A man is cooking for his friends.	A man is raking the yard.	3	813|812
1119	An archeologist wearing a hat squats to examine the site for a dig	A woman wearing a sun bonnet planting a garden.	3	50|52
1120	a girl looks stylish for the camera	two men pose in suits	3	4865|4864
1121	people having boat party	kids at zoo	3	8031|8029
1122	Two women are on vacation getting drunk.	Two topless women are making out.	3	2463|2462
1123	A man is giving two women directions at work.	A man and two women are bungee jumping.	3	5652|5651
1124	A man just got back from a business trip.	Thi	3	7458|7459
1125	Two men are sitting together at a park.	Three women are sitting on a blanket.	3	2264|2263
1126	The woman is riding her bike to conserve fuel use.	The lady is driving a huge truck.	3	7763|7765
1127	There is a man outdoors playing an instrument	There is a man watching others play instruments	3	1422|1421
1128	The two men are brothers.	The men are sleeping in a bed.	3	8784|8785
1129	A tall person with a hat	Nobody has a hat	3	2468|2467
1130	A man is doing his hobby	A woman is climbing stairs	3	6169|6170
1131	An old woman has a light jean jacket.	An old woman has no jacket.	3	221|223
1132	A man is showing off for his friends.	A woman is performing a speech for her workers.	3	5322|5324
1133	a girl is sitting waiting to leave for vacation	a dog eating a treat	3	6044|6043
1134	The young girl runs to join her classmates at the end of the recess period.	The girl sits at the kitchen table, decorating the Christmas cookies while her mother looks on.	3	5507|5508
1135	They are about to plan a score.	The group of athletes all can breathe underwater.	3	2500|2502
1136	A woman has dark skin.	A woman is swimming.	3	7965|7966
1137	A man is performing a balancing trick over a large canal in Venice.	A boy is watching a movie in his living room.	3	3575|3574
1138	The workers are on break.	The workers are mute.	3	3441|3443
1139	The man's shorts are red.	There is only one person present.	3	4160|4162
1140	A woman is placing pamphlets on a display table.	The black woman is toasting marshmallows on a barbecue grill.	3	7184|7183
1141	The kids like science.	The kids are looking through a telescope.	3	1139|1141
1142	The people are staying at the Hotel Carmel.	There is a red car passing the entrance of the Hotel Carmel.	3	8493|8492
1143	THe girl is cute	The girl is holding a dead animal	3	6330|6329
1144	Dog running down the street.	Man watching television.	3	4141|4142
1145	The children are playing Marco Polo.	The children are studying fractions inside the classroom.	3	2415|2416
1146	The man is sweating from his run.	A man is running on a sidewalk with no painting.	3	4669|4671
1147	A black man is performing in a play.	A black man is sitting on a couch at his house.	3	4249|4248
1148	A man in traditional dress wants his friend to trade his moped for his bike.	Two men in blue suits are selling bikes and mopeds.	3	6116|6114
1149	A man is showing off to his girlfriend while doing tricks on a dirt bike.	A man is watching another man skateboard at a park.	3	1977|1976
1150	A yellow dog is chasing a bunny in the field.	A yellow dog is going to the vet.	3	6480|6478
1151	The boys are working on an art project.	The boys are wearing red shirts.	3	4900|4901
1152	The man is wearing designer fashions during a photoshoot.	There is a man running through a green field.	3	9533|9532
1153	Newlyweds walk down the sidewalk from the church.	Newlyweds sitting on a park bench.	3	6463|6464
1154	The people are viewing a new art exhibit.	The people are attending an outdoor art festival.	3	8253|8252
1155	A golden retriever nurses some other dogs puppies	A cat nurses puppies	3	415|417
1156	The boy is on a soccer team.	The boy is on a baseball field.	3	9395|9397
1157	A young boy is being forced to remind others of veterans.	A girl is fighting a veteran.	3	8855|8854
