index	word	sentence1	sentence2	label	originated_idx	start1	start2	end1	end2
1206	song	The song of the wind.	A successful musical must have at least three good songs.	0	3524|2373	4	51	8	56
1207	song	I love hearing the song of canary birds.	The song of bullets was in the air.	0	4717|1349	19	4	23	8
1208	now	There is no better time than now.	It worked up to right now.	1	3900|2008	29	22	32	25
1209	world	He sailed around the world.	People are dying of starvation all over the world.	0	287|2802	21	44	26	49
1210	world	People are dying of starvation all over the world.	He sailed around the world.	0	2802|287	44	21	49	26
1211	escape	He made his escape from the mental hospital.	They tried to stop the escape of gas from the damaged pipe.	0	480|3905	12	23	18	29
1212	escape	They tried to stop the escape of gas from the damaged pipe.	He made his escape from the mental hospital.	0	3905|480	23	12	29	18
1213	institution	He had become an institution in the theater.	The institution of marriage.	1	1198|3638	17	4	28	15
1214	institution	The institution of slavery.	He had become an institution in the theater.	1	3638|4395	4	17	15	28
1215	institution	The institution of marriage.	The institution of slavery.	1	4395|1198	4	4	15	15
1216	drive	Drive the forest.	I drive to work every day.	0	746|3095	0	2	5	7
1217	drive	I drive to work every day.	Drive the forest.	0	3095|746	2	0	7	5
1218	drive	To drive sheep out of a field.	Their debts finally drove them to sell the business.	0	3738|105	3	20	8	25
1219	drive	To drive sheep out of a field.	Drive the ball far out into the field.	0	3738|4972	3	0	8	5
1220	shot	He is still recovering from a shot to his leg.	He wanted a shot at the champion.	0	37|3858	30	12	34	16
1221	shot	He is still recovering from a shot to his leg.	His parting shot was 'drop dead'.	0	37|3932	30	12	34	16
1222	shot	A good shot requires good balance and tempo.	He is a crack shot.	0	3302|1852	7	14	11	18
1223	shot	He wanted a shot at the champion.	He is still recovering from a shot to his leg.	0	3858|37	12	30	16	34
1224	shot	His parting shot was 'drop dead'.	He is still recovering from a shot to his leg.	0	3932|37	12	30	16	34
1225	shot	His parting shot was 'drop dead'.	He left me an almost impossible shot.	0	5323|3302	12	32	16	36
1226	polish	Polish my shoes.	Polish your social manners.	0	2014|4922	0	0	6	6
1227	polish	Polish your social manners.	Polish my shoes.	0	4922|2014	0	0	6	6
1228	procession	A procession of mourners.	The Lord Mayor's procession.	1	1013|5142	2	17	12	27
1229	procession	The Lord Mayor's procession.	A procession of mourners.	1	5142|1013	17	2	27	12
1230	toy	Toy with an idea.	To toy with a piece of food on one's plate.	1	493|1667	0	3	3	6
1231	production	The production of white blood cells.	They improve their product every year; they export most of their agricultural production.	0	1531|1637	4	78	14	88
1232	production	They improve their product every year; they export most of their agricultural production.	The production of white blood cells.	0	1637|1531	78	4	88	14
1233	production	They improve their product every year; they export most of their agricultural production.	She tends to make a big production out of nothing.	0	1637|3537	78	24	88	34
1234	production	She tends to make a big production out of nothing.	They improve their product every year; they export most of their agricultural production.	0	3537|1637	24	78	34	88
1235	production	Shakespeare's production of poetry was enormous.	They hope to increase spaghetti production next year.	0	4962|1531	14	32	24	42
1236	be	I shall be writing to you soon.	When will the meeting be?	1	328|5396	8	22	10	24
1237	be	I shall be writing to you soon.	I may be an hour.	0	518|2602	8	6	10	8
1238	be	I may be an hour.	I shall be writing to you soon.	0	2602|518	6	8	8	10
1239	be	When will the meeting be?	3 times 5 is fifteen.	1	4240|60	22	10	24	12
1240	be	When will the meeting be?	It has been three years since my grandmother died. (similar to My grandmother died three years ago, but emphasizes the intervening period).	1	4240|518	22	7	24	11
1241	be	When will the meeting be?	The sky is a deep blue today.	1	4240|1039	22	8	24	10
1242	be	When will the meeting be?	There was a lot of noise in the kitchen.	1	4240|1235	22	6	24	9
1243	be	When will the meeting be?	He is a herpetologist.	0	4240|2858	22	3	24	5
1244	be	When will the meeting be?	This building is three hundred years old.	1	4240|2860	22	14	24	16
1245	be	When will the meeting be?	She is our resident philosopher.	0	4240|3310	22	4	24	6
1246	be	When will the meeting be?	Ignorance is bliss.	1	4240|3347	22	10	24	12
1247	be	When will the meeting be?	It had been six days since his departure, when I received a letter from him.	1	4240|4647	22	7	24	11
1248	be	When will the meeting be?	I would drive you, were I to obtain a car.	1	4240|4844	22	19	24	23
1249	be	When will the meeting be?	It is hot in Arizona, but it is not usually humid.	1	4240|4968	22	3	24	5
1250	be	I may be an hour.	The postman has been today, but my tickets have still not yet come.	0	4345|280	6	16	8	20
1251	be	I may be an hour.	It is almost eight.	0	4345|1211	6	3	8	5
1252	be	I may be an hour.	The woman is walking.	0	4345|2052	6	10	8	12
1253	be	I may be an hour.	There were two hundred people at his funeral.	0	4345|2190	6	6	8	10
1254	be	I may be an hour.	The dog was drowned by the boy.	0	4345|4572	6	8	8	11
1255	be	I may be an hour.	I am 75 kilograms.	0	4345|4876	6	2	8	4
1256	be	I may be an hour.	I have been to Spain many times.	0	4345|5075	6	7	8	11
1257	be	I may be an hour.	The sky is blue.	0	4345|5078	6	8	8	10
1258	be	I may be an hour.	We liked to chat while we were eating.	0	4345|5396	6	26	8	30
1259	treat	She was tempted to treat the whole affair as a joke.	Treat an oil spill.	0	2315|4491	19	0	24	5
1260	treat	Treat an oil spill.	Don't worry about the expensive wine -- I'm treating.	0	3105|3433	0	44	5	52
1261	treat	Treat an oil spill.	She was tempted to treat the whole affair as a joke.	0	4491|2315	0	19	5	24
1262	sake	For the sake of argument.	For your sake.	0	589|1906	8	9	12	13
1263	sake	For your sake.	For the sake of argument.	0	1906|589	9	8	13	12
1264	war	The war on poverty.	"The ""war on drugs"" is a campaign against the use of narcotic drugs."	1	1203|5143	4	5	7	8
1265	war	The war on poverty.	War was declared in November but actual fighting did not begin until the following spring.	0	1203|2845	4	0	7	3
1266	war	The war on poverty.	The war against crime.	1	1203|5100	4	4	7	7
1267	war	The war against crime.	"In the US, conservatives rail against the ""war on Christmas""."	1	2311|2083	4	43	7	46
1268	war	The war against crime.	"The ""war on drugs"" is a campaign against the use of narcotic drugs."	1	2311|3272	4	5	7	8
1269	war	War was declared in November but actual fighting did not begin until the following spring.	"In the US, conservatives rail against the ""war on Christmas""."	0	2845|5001	0	43	3	46
1270	war	War was declared in November but actual fighting did not begin until the following spring.	"The ""war on drugs"" is a campaign against the use of narcotic drugs."	0	2845|5143	0	5	3	8
1271	war	War was declared in November but actual fighting did not begin until the following spring.	The war on poverty.	0	2845|1203	0	4	3	7
1272	war	War was declared in November but actual fighting did not begin until the following spring.	The war against crime.	0	2845|5100	0	4	3	7
1273	war	"The ""war on drugs"" is a campaign against the use of narcotic drugs."	"The ""war on terror"" is a campaign against terrorist crime."	1	3272|1203	5	5	8	8
1274	war	"The ""war on terror"" is a campaign against terrorist crime."	The war on poverty.	1	5001|2083	5	4	8	7
1275	war	The war against crime.	War was declared in November but actual fighting did not begin until the following spring.	0	5100|2845	4	0	7	3
1276	war	"The ""war on terror"" is a campaign against terrorist crime."	The war against crime.	1	5143|3950	5	4	8	7
1277	circus	They used the elephants to help put up the circus.	He ran away from home to join the circus.	0	2252|954	43	34	49	40
1278	refine	Refine pig iron.	Refine paper stock.	1	1820|3632	0	0	6	6
1279	refine	Refine paper stock.	Refine oil.	1	2986|1820	0	0	6	6
1280	refine	Refine oil.	Refine pig iron.	1	3632|2986	0	0	6	6
1281	boy	Steve is a boy of 16.	Most soldiers are only boys in uniform.	1	86|2782	11	23	14	27
1282	boy	Steve is a boy of 16.	The baby was a boy.	1	86|4733	11	15	14	18
1283	boy	Steve is a boy of 16.	The boys were playing kickball in the mud.	1	86|3168	11	4	14	8
1284	boy	The baby was a boy.	She made the boy brush his teeth every night.	1	705|3168	15	13	18	16
1285	boy	The boys were playing kickball in the mud.	Most soldiers are only boys in uniform.	1	3168|2782	4	23	8	27
1286	boy	The boys were playing kickball in the mud.	The baby was a boy.	1	3168|4733	4	15	8	18
1287	boy	The boys were playing kickball in the mud.	Steve is a boy of 16.	1	3168|86	4	11	8	14
1288	boy	She made the boy brush his teeth every night.	The boys were playing kickball in the mud.	1	4733|705	13	4	16	8
1289	boy	She made the boy brush his teeth every night.	Steve is a boy of 16.	1	4733|3595	13	11	16	14
1290	behalf	Spoke a good word in his friend's behalf.	Campaigning in his own behalf.	1	4648|1010	34	23	40	29
1291	room	Hardly enough elbow room to turn around.	Room to pass.	1	5156|4525	20	0	24	4
1292	sum	He borrowed a large sum.	The sum of all our troubles did not equal the misery they suffered.	0	1740|5256	20	4	23	7
1293	sum	The sum of all our troubles did not equal the misery they suffered.	He borrowed a large sum.	0	5256|1740	4	20	7	23
1294	component	A component or constituent element of a system.	A CPU is a component of a computer.	1	2113|5336	2	11	11	20
1295	component	A CPU is a component of a computer.	A component or constituent element of a system.	1	5336|2113	11	2	20	11
1296	prise	C. 1925: Come, force the gates with crowbars, prise them apart! -- Jack Lindsay, translation of Lysistrata.	1919: I think he must have been trying to prise open that box yonder when he was attacked. -- Sax Rohmer, The Quest of the Sacred Slipper.	1	2805|4432	46	42	51	47
1297	prise	1919: I think he must have been trying to prise open that box yonder when he was attacked. -- Sax Rohmer, The Quest of the Sacred Slipper.	2004: Most people used pliers, scissors, rubber gloves and knives to try to prise open products. -- BBC News.	1	3845|2805	42	76	47	81
1298	prise	2004: Most people used pliers, scissors, rubber gloves and knives to try to prise open products. -- BBC News.	C. 1925: Come, force the gates with crowbars, prise them apart! -- Jack Lindsay, translation of Lysistrata.	1	4432|3845	76	46	81	51
1299	communicate	Many deaf people communicate with sign language.	Do you communicate well with your advisor?	1	127|3884	17	7	28	18
1300	communicate	Do you communicate well with your advisor?	I feel I hardly know him; I just wish he'd communicate with me a little more.	1	840|1248	7	43	18	54
1301	communicate	I feel I hardly know him; I just wish he'd communicate with me a little more.	Many deaf people communicate with sign language.	1	1248|796	43	17	54	28
1302	gather	Gather the close family members.	The teacher gathered the kids together.	0	577|2031	0	12	6	20
1303	gather	Gather the close family members.	People gathered round as he began to tell his story.	0	577|2228	0	7	6	15
1304	gather	Gather the close family members.	Herman gathered the students together.	0	577|2992	0	7	6	15
1305	gather	I gather from Aunty May that you had a good day at the match.	Gather some stones.	0	1657|2228	2	0	8	6
1306	gather	Be careful not to stretch or gather your knitting.	Gather the close family members.	1	1988|1867	29	0	35	6
1307	gather	Be careful not to stretch or gather your knitting.	Gather some stones.	0	1988|4872	29	0	35	6
1308	gather	Gather some stones.	I gather from Aunty May that you had a good day at the match.	0	2228|1657	0	2	6	8
1309	gather	Let's gather in the dining room.	The teacher gathered the kids together.	0	3573|2031	6	12	12	20
1310	gather	Let's gather in the dining room.	People gathered round as he began to tell his story.	0	3573|2228	6	7	12	15
1311	gather	Let's gather in the dining room.	Herman gathered the students together.	0	3573|2992	6	7	12	15
1312	gather	Gather some stones.	Gather the close family members.	0	4872|1867	0	0	6	6
1313	gather	Gather some stones.	Be careful not to stretch or gather your knitting.	0	4872|1988	0	29	6	35
1314	say	Martha, will you say the Pledge of Allegiance?	What does the law say?	0	756|4971	17	18	20	21
1315	say	What does the law say?	Martha, will you say the Pledge of Allegiance?	0	4971|756	18	17	21	20
1316	claim	His claim that he was innocent.	His claim on her attentions.	0	930|3354	4	4	9	9
1317	claim	His claim on her attentions.	His claim that he was innocent.	0	3354|930	4	4	9	9
1318	channel	A channel is typically what you rent from a telephone company.	The ship went aground in the channel.	0	2136|3832	2	29	9	36
1319	channel	The ship went aground in the channel.	A channel is typically what you rent from a telephone company.	0	3832|2136	29	2	36	9
1320	product	That store offers a variety of products.	We've got to sell a lot of product by the end of the month.	1	1018|2695	31	27	39	34
