index	index	label	sentence1	sentence2
1022	1022	0	In Europe , France 's CAC-40 rose 1.3 percent , Britain 's FTSE 100 declined 0.2 percent and Germany 's DAX index gained 0.6 percent .	In afternoon trading in Europe , France 's CAC-40 advanced and Britain 's FTSE 100 each gained 0.7 percent , while Germany 's DAX index rose 0.6 percent .
1023	1023	0	The technology-laced Nasdaq Composite Index .IXIC eased 8.52 points , or 0.51 percent , to 1,670.21 .	The tech-heavy Nasdaq composite index fell 3.99 , or 0.2 percent , to 1,682.72 , following a two-day win of 55.93 .
1024	1024	1	After posting $ 3 million bail , Jackson flew to Las Vegas , where he had been working on a video .	He was released on $ 3-million bail and immediately returned to Las Vegas , where he had been filming a video .
1025	1025	1	Florida 's primary will be March 9 , after 28 states ' primaries or caucuses .	Florida 's primary isn 't until March 9 - following 28 other states .
1026	1026	1	""" It remains to be seen whether the revenue recovery will be short- or long-lived , "" said James Sprayregen , UAL bankruptcy attorney , in court ."	""" It still remains to be seen whether the revenue recovery will be short- or long-lived , "" Sprayregen said ."
1027	1027	1	Under current law , dividends are taxed at standard income tax rates up to 38.6 percent .	Dividends are currently taxed at ordinary income tax rates of as much as 38.6 per cent .
1028	1028	0	""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs ."	Dr. William Winkenwerder , assistant secretary of Defense for health affairs , said the vaccine poses little danger .
1029	1029	0	There was no way the man could hear him , but he turned and mouthed something .	There was no way the man could hear him , but he turned in the rescuers ' direction , forlorn , hopeless .
1030	1030	1	Senate Majority Leader Bill Frist , a Tennessee Republican , said he intended to work to see that the loan provision was not in the final bill .	Senate Majority Leader Bill Frist , a Tennessee Republican , said he intended to work to get the loan provision removed from the final bill .
1031	1031	0	A final decision on his fate would lie with US President George Bush .	A final decision on his fate , including the power of the death penalty , lay with President Bush .
1032	1032	0	""" I was in the water for about eight seconds ."	""" And about eight to 10 seconds down , I hit ."
1033	1033	0	""" I 'm very proud of the citizens of this state , "" said Gov. John Baldacci , a casino foe ."	""" I ´ m very proud of the citizens of this state , "" Gov. John Baldacci said after votes from Tuesday ´ s referendum were counted ."
1034	1034	1	"The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay . """	The two blond opponents appeared almost identical in matching powder-blue outfits – to their dismay .
1035	1035	1	The decision unnerved voting officials who already have been warning they have barely enough time to organize the election .	The decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin .
1036	1036	1	The House Government Reform Committee passed the bill today .	The House Government Reform Committee rapidly approved the legislation this morning .
1037	1037	1	The Standard & Poor 's 500 Index shed 5.20 , or 0.6 percent , to 924.42 as of 9 : 33 a.m. in New York .	The broader Standard & Poor 's 500 Index < .SPX > edged down 9 points , or 0.98 percent , to 921 .
1038	1038	1	The seizure of the money was confirmed by a United States Treasury official assigned to work with Iraqi financial officers here to rebuild the country 's banking and financial system .	The seizure of the money was confirmed by a US Treasury official assigned to work with Iraqi financial officers in Baghdad in rebuilding the country 's banking and financial system .
1039	1039	0	Net income was 12 cents a share , compared with a net loss of $ 35 million , or 20 cents , a year earlier .	That was a reversal from a loss of $ 35 million , or 20 cents , a year earlier .
1040	1040	1	The lawsuit , filed after a 19-month investigation by the Employee Benefits Security Administration , names former Enron Chairman Kenneth Lay and former chief executive Jeff Skilling , among others .	The lawsuit , filed after a 19-month investigation by the Employee Benefits Security Administration , names Lay and Skilling among others .
1041	1041	0	We can scatter them , we can cut off one head here and one tentacle there , but often the beast survives .	We can make life very difficult for terrorist elements , we can scatter them , we can cut off one head here and one tentacle there .
1042	1042	1	The average teacher is a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work force portrait shows .	Overall , students are most likely to be taught by a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work-force portrait shows .
1043	1043	1	Carnival Corp. stock was down 2.5 percent , or 81 cents , at $ 31.20 on the New York Stock Exchange .	Carnival Corp. stock was trading at $ 31.29 during midday trading Wednesday , down 72 cents or 2.25 percent .
1044	1044	1	According to the Census Bureau , the Hispanic population increased by 9.8 percent from the April 2000 census figures .	According to the 2000 Census , Long Beach 's Hispanic or Latino population was listed at 35.8 percent .
1045	1045	0	With Johnson 's injury , the fight card at the Staples Center in Los Angeles is in question .	Lewis , the WBC champion , can still fight June 21 at the Staples Center in Los Angeles against another opponent .
1046	1046	1	The Episcopal Church , with 2.3 million members , is the U.S. branch of the 77 million-member Communion .	With 2.3 million members nationwide , the Episcopal Church is the U.S. branch of the 77 million-member global Anglican Communion .
1047	1047	1	BEA Systems Inc . BEAS.O said on Thursday second-quarter profits rose 28 percent , as revenues grew slightly more than Wall Street expected amid a contracting overall market for business software .	BEA Systems Inc . BEAS.O on Thursday said second-quarter profits rose 28 percent , as revenues grew amid a contracting overall market for business software .
